daily_volume,avg_trade_size,trade_count,volume_volatility,min_trade_size,max_trade_size,daily_pnl,avg_pnl_per_trade,pnl_volatility,min_pnl,max_pnl,daily_fees,avg_fee_per_trade,daily_tokens_traded,avg_tokens_per_trade,unique_accounts,unique_coins,pnl_ratio,fee_ratio,avg_pnl_per_dollar,volume_efficiency,pnl_per_trade,value,classification,sentiment_normalized,sentiment_change_1d,sentiment_change_7d,sentiment_ma_7d,sentiment_volatility_30d,date
327218.02,3990.4637,82,6560.2908,0.01,29140.8,6814.8251,83.1076,146.9693,0.0,724.5267,-3.3553,-0.0409,10955146.0,133599.3415,1,6,0.02082655744856113,-1.0254019315500432e-05,0.02082655744856113,3990.4636585365856,83.10762317073171,75,Extreme Greed,0.5,-15.0,-7.0,81.42857142857143,5.824640485180841,2024-03-06
183583.18,2740.0475,67,7242.2107,11.14,50000.69,4271.8862,63.7595,148.7586,0.0,1026.9036,-3.6716,-0.0548,3448270.8,51466.7284,1,5,0.023269484531780932,-1.9999652473627898e-05,0.023269484531780932,2740.047462686567,63.75949552238806,81,Extreme Greed,0.62,-1.0,1.0,81.85714285714286,5.045198012814156,2024-03-08
658178.75,5625.4594,117,10707.846,14.56,50001.08,9949.5016,85.0385,154.5655,-69.5729,907.2105,1.8518,0.0158,17984276.7,153711.7667,1,6,0.015116716315792384,2.813521360063336e-06,0.015116716315792384,5625.459401709401,85.03847521367521,84,Extreme Greed,0.68,3.0,4.0,82.42857142857143,4.861412689057712,2024-03-09
219973.85,5237.4726,42,9844.0485,4.43,49998.19,2482.9272,59.1173,207.7543,-504.6976,827.652,2.2811,0.0543,32040.08,762.859,1,3,0.01128737387251376,1.0369868492556341e-05,0.01128737387251376,5237.472619047619,59.117314285714286,79,Extreme Greed,0.58,-5.0,-4.0,81.85714285714286,4.792235098717221,2024-03-10
176519.45,4202.844,42,9821.3917,14.56,49996.09,3588.1795,85.4328,196.1046,0.0,939.7575,8.4729,0.2017,139371.0,3318.3571,1,2,0.02032738769991705,4.799980693346783e-05,0.02032738769991705,4202.844047619048,85.43284523809524,82,Extreme Greed,0.64,3.0,0.0,81.85714285714286,4.841867218431068,2024-03-11
103040.85,12880.1062,8,17339.5571,92.09,50000.84,3039.166,379.8958,521.6007,0.0,1215.2933,4.946,0.6182,11404.0,1425.5,1,1,0.0294947654745894,4.800037577326121e-05,0.0294947654745894,12880.10625,379.89575,81,Extreme Greed,0.62,-1.0,-9.0,80.57142857142857,4.738688891855096,2024-03-12
6000.8,857.2571,7,1169.9063,11.96,2999.7,0.0,0.0,0.0,0.0,0.0,2.1003,0.3,1.5126,0.2161,1,1,0.0,0.00035000274962880003,0.0,857.2571428571429,0.0,81,Extreme Greed,0.62,0.0,6.0,81.42857142857143,4.552250927370415,2024-03-13
205933.18,11440.7322,18,15511.8709,14.89,50000.0,3465.8658,192.5481,254.3083,0.0,707.152,11.7168,0.6509,563982.3126,31332.3507,2,3,0.016830049590355008,5.689612247544944e-05,0.016830049590355008,11440.732222222221,192.5481,88,Extreme Greed,0.76,7.0,6.0,82.28571428571429,4.9055445993375235,2024-03-14
351894.41,5675.7163,62,10012.3755,104.65,50000.79,6236.5137,100.5889,195.434,0.0,1150.6589,49.485,0.7981,11725690.8947,189124.0467,3,6,0.01772268426421766,0.0001406245657433272,0.01772268426421766,5675.71629032258,100.5889306451613,83,Extreme Greed,0.66,-5.0,2.0,82.57142857142857,4.91081377716774,2024-03-15
37223.66,4652.9575,8,2511.8471,899.0,9101.0,228.5798,28.5725,80.8152,0.0,228.5798,10.5283,1.316,1112354.4242,139044.303,2,2,0.006140711004583911,0.0002828388495814625,0.006140711004583911,4652.9575,28.572475,81,Extreme Greed,0.62,-2.0,-3.0,82.14285714285714,4.76867171076547,2024-03-16
99506.95,4326.3891,23,5250.8074,17.81,18101.0,503.294,21.8823,43.5256,0.0,143.45,33.7633,1.468,573.1383,24.9191,3,4,0.005057877358528489,0.00033930591387778305,0.005057877358528489,4326.389130434783,21.882347826086956,79,Extreme Greed,0.58,-2.0,0.0,82.14285714285714,4.58896727920918,2024-03-17
90458.08,4760.9516,19,7434.5658,13.44,25237.76,1456.9577,76.682,275.5815,0.0,1196.97,24.9433,1.3128,19900.3233,1047.3854,3,3,0.016106438904469462,0.0002757442700813161,0.016106438904469462,4760.951578947369,76.68198421052631,77,Extreme Greed,0.54,-2.0,-5.0,81.42857142857143,4.569262623174285,2024-03-18
219884.84,9161.8683,24,13507.713,42.16,62045.14,668.798,27.8666,103.6961,-147.0767,351.3392,25.9883,1.0828,176263.0849,7344.2952,3,4,0.0030415829012321676,0.00011819049834492917,0.0030415829012321676,9161.868333333334,27.866583333333335,79,Extreme Greed,0.58,2.0,-2.0,81.14285714285714,4.3666710537835645,2024-03-19
215705.85,3126.1717,69,6640.1357,31.82,35001.16,6423.1346,93.0889,320.6947,0.0,2500.9575,39.8788,0.578,197774.3712,2866.2952,2,6,0.02977728375112294,0.00018487583044799987,0.02977728375112294,3126.171739130435,93.08890724637682,74,Greed,0.48,-5.0,-7.0,80.14285714285714,4.404804064946814,2024-03-20
117895.57,4210.5561,28,9702.5062,14.65,50002.68,2335.5081,83.411,153.7359,0.0,727.3498,16.3948,0.5855,160612.8186,5736.1721,3,3,0.019809971671541884,0.00013906204117236626,0.019809971671541884,4210.556071428572,83.41100357142857,78,Extreme Greed,0.56,4.0,-10.0,78.71428571428571,4.191397868486266,2024-03-21
92592.21,4873.2742,19,7763.4268,299.8,33606.35,1297.0185,68.2641,84.6429,0.0,269.8824,8.8888,0.4678,10235.8,538.7263,1,1,0.014007856167613218,9.599942630169143e-05,0.014007856167613218,4873.274210526316,68.26413157894736,74,Greed,0.48,1.0,-5.0,75.71428571428571,4.381255790164259,2024-03-24
57116.32,8159.4743,7,6731.6133,1928.68,21600.23,1302.9164,186.1309,173.1463,0.0,519.915,19.9907,2.8558,15.9576,2.2797,1,1,0.022811626727417537,0.0003499997286240205,0.022811626727417537,8159.4742857142855,186.13091428571428,75,Extreme Greed,0.5,1.0,-2.0,75.42857142857143,4.240066145655922,2024-03-25
198565.19,1682.7558,118,5686.6565,0.36,49998.54,3215.9066,27.2534,39.5043,0.0,303.3915,28.1474,0.2385,33445.2556,283.4344,2,3,0.016195721103194314,0.00014175394278554348,0.016195721103194314,1682.7558474576272,27.253445762711863,81,Extreme Greed,0.62,6.0,2.0,75.71428571428571,4.12171150702273,2024-03-26
99864.79,2628.0208,38,3295.444,11.19,15023.28,150.4111,3.9582,13.7394,-22.0797,65.2011,31.718,0.8347,13722.3888,361.1155,2,3,0.001506147311164695,0.0003176094079195072,0.001506147311164695,2628.020789473684,3.9581868421052633,83,Extreme Greed,0.66,2.0,9.0,77.0,3.899454721680173,2024-03-27
35323.72,2717.2092,13,4324.2238,50.16,15008.29,227.851,17.527,21.0465,0.0,73.5128,9.0592,0.6969,398571.7446,30659.365,2,2,0.006450366368444102,0.0002564621573089818,0.006450366368444102,2717.209230769231,17.527,80,Extreme Greed,0.6,-3.0,2.0,77.28571428571429,3.894588051636658,2024-03-28
86914.37,5794.2913,15,4784.0878,501.71,15878.2,883.0974,58.8732,95.5087,0.0,269.9969,30.42,2.028,24.4455,1.6297,1,1,0.010160544204537846,0.0003499996203159938,0.010160544204537846,5794.291333333333,58.87316,79,Extreme Greed,0.58,-1.0,4.0,77.85714285714286,3.8817284928174796,2024-03-29
101103.92,2246.7538,45,7675.2829,0.2,50001.66,1100.5751,24.4572,52.4435,0.0,322.2605,9.9395,0.2209,517830.0,11507.3333,1,1,0.010885581796869817,9.830972940418836e-05,0.010885581796869817,2246.753777777778,24.457224444444446,75,Extreme Greed,0.5,-4.0,2.0,78.14285714285714,3.986183032979154,2024-03-30
39912.96,3070.2277,13,4045.662,90.7,10110.32,912.7861,70.2143,112.0514,0.0,298.5606,13.9695,1.0746,11.0024,0.8463,1,1,0.022869410620156808,0.00034999901034676195,0.022869410620156808,3070.2276923076925,70.21431538461539,75,Extreme Greed,0.5,0.0,1.0,78.28571428571429,4.080934082842175,2024-03-31
339470.47,4408.7074,77,8415.3075,1.77,50000.03,2507.9634,32.571,92.0677,-39.8905,520.4632,83.7514,1.0877,9563430.3674,124200.3944,2,4,0.00738786889510982,0.0002467118790417358,0.00738786889510982,4408.7074025974025,32.57095324675325,79,Extreme Greed,0.58,4.0,4.0,78.85714285714286,4.081919764708073,2024-04-01
239664.51,5845.4759,41,12586.9551,13.08,79985.0,883.7608,21.5551,78.2354,0.0,448.8862,80.1326,1.9545,5958.1049,145.3196,2,3,0.0036874911647331024,0.0003343532033861332,0.0036874911647331024,5845.475853658537,21.555141463414635,79,Extreme Greed,0.58,0.0,-2.0,78.57142857142857,4.032055463949502,2024-04-02
16887.57,4221.8925,4,4167.8964,15.59,9984.07,126.7884,31.6971,63.3942,0.0,126.7884,1.6612,0.4153,2310.0,577.5,2,2,0.007507789748442347,9.836814984740267e-05,0.007507789748442347,4221.8925,31.6971,71,Greed,0.42,-8.0,-12.0,76.85714285714286,4.285903115708371,2024-04-03
95987.73,2999.6166,32,4119.4336,17.16,12499.86,0.0,0.0,0.0,0.0,0.0,33.5957,1.0499,28.2843,0.8839,1,1,0.0,0.00034999990623802585,0.0,2999.6165625,0.0,70,Greed,0.4,-1.0,-10.0,75.42857142857143,4.08262367748383,2024-04-04
503791.8,5037.918,100,12275.9959,0.29,80025.76,10706.4843,107.0648,304.1028,0.0,2301.5911,103.4301,1.0343,208515.2373,2085.1524,3,6,0.021251803001720096,0.00020530325810576397,0.021251803001720096,5037.918,107.064843,79,Extreme Greed,0.58,9.0,0.0,75.42857142857143,4.031627833580782,2024-04-05
68223.67,4263.9794,16,4468.6148,1.0,12499.79,236.3351,14.7709,42.1491,0.0,161.9711,23.8783,1.4924,20.4808,1.28,1,1,0.0034641212552591716,0.000350000175892007,0.0034641212552591716,4263.979375,14.77094375,75,Extreme Greed,0.5,-4.0,0.0,75.42857142857143,4.028633150023574,2024-04-06
49988.14,2173.3974,23,2939.4062,17.02,10141.28,0.0,0.0,0.0,0.0,0.0,17.4958,0.7607,14.7128,0.6397,1,1,0.0,0.000349998949751091,0.0,2173.397391304348,0.0,78,Extreme Greed,0.56,3.0,3.0,75.85714285714286,3.997269182771891,2024-04-07
211940.64,7064.688,30,8208.4251,17.83,24996.35,1218.4267,40.6142,222.4533,0.0,1218.4267,61.7905,2.0597,11492.049,383.0683,2,2,0.005748905176991765,0.0002915462418370426,0.005748905176991765,7064.688,40.614223333333335,76,Extreme Greed,0.52,-2.0,-3.0,75.42857142857143,3.8639209434807262,2024-04-08
57063.84,19021.28,3,15377.8348,10101.6,36778.01,0.0,0.0,0.0,0.0,0.0,19.9723,6.6574,16.2979,5.4326,1,1,0.0,0.00034999916759910173,0.0,19021.28,0.0,80,Extreme Greed,0.6,4.0,1.0,75.57142857142857,3.8774324956881454,2024-04-09
351735.97,8578.9261,41,12626.546,19.86,70235.01,5207.4434,127.0108,197.7689,0.0,1048.8008,123.1076,3.0026,102.5007,2.5,1,1,0.014804977870049007,0.0003500000199012908,0.014804977870049007,8578.926097560974,127.01081463414634,78,Extreme Greed,0.56,-2.0,7.0,76.57142857142857,3.8032049400590693,2024-04-10
76400.96,4775.06,16,5133.6438,17.52,15756.81,389.7432,24.3589,69.7264,0.0,251.7505,26.7403,1.6713,21.5697,1.3481,1,1,0.005101286017703702,0.0003499994829908573,0.005101286017703702,4775.06,24.35895,76,Extreme Greed,0.52,-2.0,6.0,77.42857142857143,3.7705757357873293,2024-04-11
442088.59,3427.0433,129,7145.991,0.01,50000.11,-592.6458,-4.5942,122.9628,-884.1345,456.7636,97.5609,0.7563,21920455.0583,169926.0082,3,5,-0.0013405588834455354,0.00022068178188716016,-0.0013405588834455354,3427.0433333333335,-4.594153488372093,79,Extreme Greed,0.58,3.0,0.0,77.42857142857143,3.727653725716542,2024-04-12
486411.25,5465.2949,89,10040.8823,15.0,49997.15,6621.4518,74.3983,185.0528,0.0,1253.8634,118.9992,1.3371,7766240.201,87261.1259,2,6,0.013612867021211639,0.00024464729702186583,0.013612867021211639,5465.294943820225,74.39833483146067,72,Greed,0.44,-7.0,-3.0,77.0,3.315064882081771,2024-04-13
659162.17,6160.3941,107,18691.0851,0.1,178200.0,-36104.0125,-337.4207,2139.677,-21524.4,698.9815,213.4774,1.9951,120136.0098,1122.7664,2,5,-0.054772578881876983,0.0003238617239842249,-0.054772578881876983,6160.394112149533,-337.4206775700934,72,Greed,0.44,0.0,-6.0,76.14285714285714,3.247633975185592,2024-04-14
291111.19,7100.2729,41,12845.8664,0.89,48389.12,3774.0887,92.0509,165.5095,0.0,622.8537,40.6506,0.9915,262459.9098,6401.4612,2,2,0.012964422873458663,0.00013963942301086318,0.012964422873458663,7100.272926829269,92.05094390243902,74,Greed,0.48,2.0,-2.0,75.85714285714286,3.1813031378934418,2024-04-15
181907.17,3870.3653,47,9625.927,48.29,50004.12,2467.7022,52.5043,103.5102,0.0,454.8944,18.4577,0.3927,239273.0,5090.9149,2,2,0.013565721814828858,0.00010146768258405191,0.013565721814828858,3870.3653191489366,52.50430212765958,65,Greed,0.3,-9.0,-15.0,73.71428571428571,3.773622912408695,2024-04-16
97562.99,6968.785,14,13157.136,316.04,50002.22,2441.4684,174.3906,232.6698,0.0,628.0905,10.621,0.7586,19114.0,1365.2857,1,1,0.0250245318409643,0.00010886299109293483,0.0250245318409643,6968.785000000001,174.3906,67,Greed,0.34,2.0,-11.0,72.14285714285714,4.111799673102115,2024-04-17
337257.92,9635.9406,35,17073.9213,30.65,100004.82,1946.4455,55.6127,114.0294,0.0,536.4043,118.0403,3.3726,109.9409,3.1412,1,1,0.005771385420055208,0.0003500000726446966,0.005771385420055208,9635.940571428571,55.61272857142857,66,Greed,0.32,9.0,-13.0,67.57142857142857,5.540758070877923,2024-04-19
60733.24,2760.6018,22,3264.4509,28.4,8589.35,0.0,0.0,0.0,0.0,0.0,121.289,5.5131,363824.8279,16537.4922,2,2,0.0,0.0019970773834761023,0.0,2760.601818181818,0.0,66,Greed,0.32,0.0,-6.0,66.71428571428571,5.724418356238505,2024-04-20
47993.61,5332.6233,9,5622.6639,16.14,14344.59,0.0,0.0,0.0,0.0,0.0,16.7978,1.8664,14.9861,1.6651,1,1,0.0,0.0003500006875913923,0.0,5332.623333333333,0.0,73,Greed,0.46,1.0,-1.0,66.57142857142857,5.737955901802792,2024-04-22
233054.9,3531.1348,66,4815.8201,16.29,22499.94,1119.5362,16.9627,69.726,0.0,523.248,71.3085,1.0804,187970.3303,2848.0353,2,2,0.004803744319310844,0.00030597295718850115,0.004803744319310844,3531.1348484848486,16.962669696969698,71,Greed,0.42,-2.0,6.0,67.42857142857143,5.767626655859267,2024-04-23
141275.24,7063.762,20,6535.2334,142.42,19834.15,279.1859,13.9593,47.0202,-13.7739,192.028,49.4463,2.4723,43.8207,2.191,1,1,0.0019761840803679343,0.00034999973456072456,0.0019761840803679343,7063.762,13.959295000000001,72,Greed,0.44,1.0,5.0,68.14285714285714,5.777483045827712,2024-04-24
120241.01,1624.8785,74,4623.0578,13.49,24710.14,0.0,0.0,0.0,0.0,0.0,160.1595,2.1643,388643.183,5251.9349,2,2,0.0,0.001331987203701366,0.0,1624.8785135135136,0.0,72,Greed,0.44,0.0,15.0,70.28571428571429,5.633336733998764,2024-04-25
4988.29,1662.7633,3,2318.4843,14.46,4313.85,0.0,0.0,0.0,0.0,0.0,1.7459,0.582,41052.0,13684.0,1,1,0.0,0.00034999899765451154,0.0,1662.7633333333333,0.0,70,Greed,0.4,-2.0,4.0,70.85714285714286,5.38793885056898,2024-04-26
154264.47,5713.4989,27,6197.9624,76.12,22499.95,4281.4881,158.5736,205.6519,0.0,706.9613,53.9926,1.9997,47.3826,1.7549,1,1,0.027754205634375452,0.00035000020743595675,0.027754205634375452,5713.498888888889,158.5736333333333,67,Greed,0.34,-3.0,1.0,71.0,5.35036791086451,2024-04-27
43985.6,758.3724,58,1562.9668,2.96,9541.82,0.0,0.0,0.0,0.0,0.0,15.3949,0.2654,137073.191,2363.3309,2,2,0.0,0.00034999855634604136,0.0,758.3724137931034,0.0,65,Greed,0.3,-2.0,-7.0,70.0,5.404234185010528,2024-04-28
108699.01,2415.5336,45,4376.0412,3.37,19304.21,526.9338,11.7096,34.3035,0.0,171.041,38.0446,0.8454,32635.1661,725.2259,2,2,0.004847640760698671,0.00034999947561624754,0.004847640760698671,2415.5335555555553,11.70964,67,Greed,0.34,2.0,-6.0,69.14285714285714,5.4668278641778585,2024-04-29
125018.75,5209.1146,24,5966.6137,26.99,17770.38,0.0,0.0,0.0,0.0,0.0,43.7566,1.8232,41.3869,1.7245,1,1,0.0,0.0003500002719591844,0.0,5209.114583333333,0.0,67,Greed,0.34,0.0,-4.0,68.57142857142857,5.515391212768581,2024-04-30
87025.45,6216.1036,14,7438.2004,53.67,22499.83,0.0,0.0,0.0,0.0,0.0,30.4589,2.1756,29.825,2.1304,1,1,0.0,0.00034999987360020854,0.0,6216.103571428571,0.0,54,Neutral,0.08,-13.0,-18.0,66.0,6.236710008020097,2024-05-01
282682.65,7852.2958,36,12696.6088,8.26,53816.54,5306.017,147.3894,280.8545,-13.1552,1150.2009,98.9107,2.7475,42527.4724,1181.3187,3,4,0.0187702245337581,0.00034990013182980515,0.0187702245337581,7852.295833333334,147.3893611111111,48,Neutral,-0.04,5.0,-22.0,58.714285714285715,8.82974336071512,2024-05-03
58998.75,6555.4167,9,6432.8148,31.45,17991.28,0.0,0.0,0.0,0.0,0.0,20.6496,2.2944,579928.2829,64436.4759,2,2,0.0,0.00035000057628329815,0.0,6555.416666666667,0.0,67,Greed,0.34,19.0,0.0,58.714285714285715,8.835404224827112,2024-05-04
24068.35,4011.3917,6,6087.4046,40.69,13469.95,0.916,0.1527,0.374,0.0,0.916,8.4128,1.4021,15.6288,2.6048,2,2,3.805826404457969e-05,0.0003495377333561573,3.805826404457969e-05,4011.3916666666664,0.15266666666666667,69,Greed,0.38,2.0,4.0,59.285714285714285,8.628741067722109,2024-05-05
206016.43,22890.7144,9,30207.448,615.2,100136.78,968.5904,107.6212,237.646,0.0,725.2228,72.1057,8.0117,66.0794,7.3422,1,1,0.004701519936952604,0.000349999737884996,0.004701519936952604,22890.714444444442,107.62115555555556,71,Greed,0.42,2.0,4.0,59.857142857142854,8.557043210464006,2024-05-06
108717.58,6039.8656,18,6649.0588,10.52,20389.33,883.5377,49.0854,57.7924,0.0,130.6,38.0391,2.1133,619867.0196,34437.0566,3,4,0.008126906602694191,0.00034988910258220405,0.008126906602694191,6039.865555555556,49.085427777777774,68,Greed,0.36,-3.0,1.0,60.0,8.365501132353245,2024-05-07
65973.57,5074.89,13,6340.1025,42.85,16501.72,1.5658,0.1204,1.6418,-3.1736,4.7394,23.0768,1.7751,239.8835,18.4526,2,3,2.3733743113531204e-05,0.00034978850624750086,2.3733743113531204e-05,5074.89,0.12044615384615386,64,Greed,0.28,-4.0,10.0,61.42857142857143,8.262642698786951,2024-05-08
221966.12,7927.3614,28,10435.0846,25.17,36305.13,1147.5959,40.9856,92.9551,0.0,306.3866,77.6881,2.7746,34670.3984,1238.2285,2,2,0.005170139696538387,0.00034999979501377083,0.005170139696538387,7927.361428571428,40.98556785714286,55,Greed,0.1,-9.0,12.0,63.142857142857146,8.243492731469749,2024-05-09
156882.0,7131.0,22,6632.5293,29.09,24522.44,2101.7417,95.5337,240.6192,0.0,846.9238,54.9087,2.4958,53.3457,2.4248,1,1,0.013396958006848586,0.00034999997769023995,0.013396958006848586,7131.0,95.53371363636364,66,Greed,0.32,11.0,18.0,65.71428571428571,7.973014832373194,2024-05-10
63248.95,7027.6611,9,9746.6513,23.09,28317.27,251.6047,27.9561,38.7334,0.0908,112.3001,22.1371,2.4597,21.6418,2.4046,1,1,0.0039780053300481144,0.0003499994308206807,0.0039780053300481144,7027.661111111111,27.95607777777778,53,Neutral,0.06,-13.0,-14.0,63.714285714285715,8.132240363721126,2024-05-11
55179.56,2399.1113,23,3616.9375,29.38,14572.0,0.0,0.0,0.0,0.0,0.0,19.3128,0.8397,34544.4206,1501.9313,2,3,0.0,0.00034999910292885574,0.0,2399.111304347826,0.0,56,Greed,0.12,3.0,-13.0,61.857142857142854,7.9197846249597665,2024-05-12
193118.9,6897.1036,28,10226.2725,39.71,50000.1,2136.8539,76.3162,243.3496,0.0,1241.1742,67.5916,2.414,31390.7581,1121.0985,2,2,0.011064964585808816,0.0003499999042040989,0.011064964585808816,6897.103571428571,76.31621071428572,57,Greed,0.14,1.0,-14.0,59.857142857142854,7.933922512653103,2024-05-13
145853.4,6341.4522,23,9379.5729,10.51,42561.94,1150.5233,50.0228,172.1697,0.0,791.6431,51.0487,2.2195,50.1051,2.1785,1,1,0.00788821666905148,0.0003500000445652933,0.00788821666905148,6341.452173913043,50.02275217391305,66,Greed,0.32,9.0,-2.0,59.57142857142857,7.812162636394191,2024-05-14
234922.57,6525.6269,36,5647.1518,10.49,22309.5,948.9706,26.3603,49.8567,0.0,184.8246,82.2229,2.284,80.1172,2.2255,1,1,0.004039503567515732,0.0003499999872298354,0.004039503567515732,6525.626944444444,26.360294444444445,64,Greed,0.28,-2.0,0.0,59.57142857142857,7.592797555094298,2024-05-15
162620.96,6022.9985,27,7657.2946,10.64,22380.0,214.5898,7.9478,22.0742,0.0,76.95,56.9173,2.108,26494.2319,981.2678,2,2,0.0013195702866610622,0.0003499997571038962,0.0013195702866610622,6022.998518518518,7.94777037037037,70,Greed,0.4,6.0,15.0,61.714285714285715,7.67148773954135,2024-05-16
126303.14,5052.1256,25,5120.2146,15.58,15636.5,3522.3947,140.8958,227.3997,0.0,804.35,44.2061,1.7682,40.4257,1.617,1,1,0.027888415292888578,0.00034999998020635275,0.027888415292888578,5052.1256,140.89578799999998,73,Greed,0.46,-1.0,20.0,65.71428571428571,7.894709417173707,2024-05-18
29998.09,3749.7612,8,3195.9075,529.08,8314.38,0.0,0.0,0.0,0.0,0.0,10.4993,1.3124,9.7416,1.2177,1,1,0.0,0.00034999883325943977,0.0,3749.76125,0.0,72,Greed,0.44,-1.0,16.0,68.0,7.999712638517244,2024-05-19
38124.75,3812.475,10,4295.4577,305.75,14451.18,-74.8184,-7.4818,17.7236,-56.2066,0.0,13.3437,1.3344,640.7617,64.0762,2,2,-0.001962462189925917,0.0003500008918088927,-0.001962462189925917,3812.475,-7.48184,70,Greed,0.4,-2.0,13.0,69.85714285714286,8.048987942378448,2024-05-20
1100948.59,8807.5887,125,12173.1485,11.27,69740.2,7289.3976,58.3152,423.2771,-105.9251,4552.6308,385.3319,3.0827,17074.5098,136.5961,2,3,0.006621015368019905,0.00034999990008616205,0.006621015368019905,8807.588720000002,58.3151808,76,Extreme Greed,0.52,6.0,10.0,71.28571428571429,8.19728017691554,2024-05-21
44995.29,7499.215,6,6785.1849,999.86,18667.0,0.0,0.0,0.0,0.0,0.0,15.7483,2.6247,12.0525,2.0088,1,1,0.0,0.0003499987776501101,0.0,7499.215,0.0,76,Extreme Greed,0.52,0.0,12.0,73.0,8.311534707585848,2024-05-22
401850.6,1236.4634,325,2134.5294,6.84,24998.26,413.3473,1.2718,5.5782,-63.4674,44.1117,113.4301,0.349,2935200.9914,9031.3877,3,7,0.0010286093630665386,0.00028226932391616877,0.0010286093630665386,1236.4633846153845,1.2718378461538462,76,Extreme Greed,0.52,0.0,6.0,73.85714285714286,8.475522565519043,2024-05-23
50811.9,25405.95,2,15354.3288,14548.8,36263.1,821.9493,410.9746,255.1411,230.5626,591.3867,17.7842,8.8921,13.2158,6.6079,1,1,0.016176311813509862,0.0003500006199333975,0.016176311813509862,25405.95,410.97465,74,Greed,0.48,-2.0,0.0,73.85714285714286,8.535254812402817,2024-05-24
29991.13,1874.4456,16,6105.6279,97.0,24756.03,14.126,0.8829,1.5789,0.0,5.0051,10.2469,0.6404,8573.662,535.8539,2,2,0.0004710057703708495,0.0003416642381716734,0.0004710057703708495,1874.445625,0.882875,76,Extreme Greed,0.52,2.0,3.0,74.28571428571429,8.667816015742394,2024-05-25
53976.67,3373.5419,16,5980.5882,0.11,24613.09,778.6839,48.6677,184.1444,0.0,738.4308,18.7682,1.173,5659.602,353.7251,2,4,0.014426302247563206,0.0003477094182154219,0.014426302247563206,3373.541875,48.66774375,75,Extreme Greed,0.5,-1.0,3.0,74.71428571428571,8.798445526237154,2024-05-26
151115.72,602.0547,251,506.5702,2.62,2750.31,1129.3559,4.4994,10.6951,-2.33,61.8011,45.8325,0.1826,1411508.5206,5623.5399,1,5,0.0074734503151988214,0.0003032940382844327,0.0074734503151988214,602.0546613545816,4.499425896414342,74,Greed,0.48,-1.0,4.0,75.28571428571429,8.918790702007112,2024-05-27
84268.76,513.8339,164,1399.9647,3.37,13256.7,277.792,1.6939,4.9606,-0.528,47.7817,36.8766,0.2249,226315.7515,1379.9741,2,15,0.0032964999963806282,0.0004376069568833152,0.0032964999963806282,513.8339024390243,1.693853658536585,72,Greed,0.44,0.0,-4.0,74.14285714285714,9.03479862569709,2024-05-29
2838.09,405.4414,7,194.774,98.3,554.95,20.9514,2.9931,3.7577,0.0,9.6825,0.9933,0.1419,565.2758,80.7537,1,5,0.007382192311757865,0.00034998766780592645,0.007382192311757865,405.4414285714286,2.993057142857143,73,Greed,0.46,1.0,-3.0,73.71428571428571,9.110055073833378,2024-05-30
3636.14,279.7031,13,183.6063,35.12,653.52,25.3581,1.9506,3.8342,0.0,12.8124,1.2726,0.0979,86903.8,6684.9077,1,3,0.006973887215873932,0.000349985561651747,0.006973887215873932,279.70307692307694,1.950623076923077,73,Greed,0.46,0.0,-1.0,73.57142857142857,8.846130396309276,2024-05-31
12834.62,513.3848,25,409.1923,9.98,1741.38,91.5104,3.6604,7.9093,0.0,32.4422,4.4921,0.1797,499938.0,19997.52,1,3,0.0071299601157181775,0.00034999840275878614,0.0071299601157181775,513.3848,3.660416,72,Greed,0.44,-1.0,-4.0,73.0,7.57764407023537,2024-06-01
29464.51,316.8227,93,267.2614,63.51,2016.51,192.9069,2.0743,4.425,0.0,33.4152,7.7929,0.0838,31288.5,336.4355,1,2,0.0065470912134322915,0.0002644841999801796,0.0065470912134322915,316.822688172043,2.074267741935484,73,Greed,0.46,1.0,-2.0,72.71428571428571,6.5636582174426845,2024-06-02
21466.86,306.6694,70,269.5709,11.43,1942.83,562.8082,8.0401,11.8492,0.0,58.0663,5.3781,0.0768,19199.3,274.2757,1,2,0.02621752495822633,0.0002505302356608113,0.02621752495822633,306.66942857142857,8.040117142857143,73,Greed,0.46,0.0,-1.0,72.57142857142857,6.584639038274484,2024-06-03
24243.41,457.4228,53,466.9881,4.88,3075.3,52.2114,0.9851,2.4828,0.0,16.1928,7.433,0.1402,2483.3382,46.8554,1,4,0.0021536317895742433,0.0003065986564601859,0.0021536317895742433,457.42283018867926,0.9851207547169811,73,Greed,0.46,0.0,1.0,72.71428571428571,6.615985517503538,2024-06-04
25350.77,469.4587,54,472.1176,0.5,2524.3,56.0555,1.0381,2.9097,-0.007,16.6229,7.1041,0.1316,2452.0739,45.4088,1,3,0.0022111942906687687,0.00028023200864036533,0.0022111942906687687,469.4587037037037,1.0380648148148148,75,Extreme Greed,0.5,2.0,3.0,73.14285714285714,6.6858058601787445,2024-06-05
137557.76,587.8537,234,471.0648,16.62,3831.43,274.1732,1.1717,3.3659,-0.335,43.4485,37.0794,0.1585,71093.724,303.8193,1,5,0.0019931494963897714,0.00026955511128160913,0.0019931494963897714,587.8536752136753,1.1716803418803419,78,Extreme Greed,0.56,3.0,5.0,73.85714285714286,6.845503600191166,2024-06-06
